EmpID,Age,AgeGroup,MaritalStatus,Gender,Attrition,EducationField,EnvironmentSatisfaction,JobRole,Department,JobLevel,JobInvolvement,JobSatisfaction,PerformanceRating,MonthlyIncome,SalarySlab,HourlyRate,DailyRate,PercentSalaryHike,BusinessTravel,Distance From Home,OverTime,StandardHours,RelationshipSatisfaction,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
RM244,40,36-45,Divorced,Male,No,Technical Degree,Low,Research Scientist,Research & Development,Intermediate,High,Very High,Low,"$3,319.00 ",Upto 5k,$62.00 ,"$1,300.00 ",17,Rarely,Far,No,80,Weak,9,9,8,4
RM245,45,36-45,Married,Male,No,Other,High,Manager,Research & Development,Executive,Very High,Very High,Low,"$19,202.00 ",15k+,$70.00 ,$252.00 ,11,Rarely,Near,No,80,Strong,25,24,0,1
RM246,31,26-35,Divorced,Male,No,Medical,Medium,Research Director,Research & Development,Senior,High,High,Low,"$13,675.00 ",10k-15k,$73.00 ,"$1,327.00 ",12,Frequently,Near,No,80,Weak,9,2,2,2
RM247,33,26-35,Married,Female,No,Life Sciences,High,Research Scientist,Research & Development,Entry Level,Medium,Very High,Low,"$2,911.00 ",Upto 5k,$63.00 ,$832.00 ,13,Rarely,Near,No,80,Strong,2,2,2,0
RM248,34,26-35,Married,Male,No,Life Sciences,Very High,Manufacturing Director,Research & Development,Intermediate,Medium,Low,Low,"$5,957.00 ",5k-10k,$84.00 ,$470.00 ,13,Rarely,Near,No,80,Neutral,13,11,9,5
RM249,37,36-45,Married,Female,No,Medical,High,Research Scientist,Research & Development,Entry Level,Medium,Low,Low,"$3,920.00 ",Upto 5k,$83.00 ,"$1,017.00 ",14,Rarely,Near,No,80,Weak,17,3,1,0
RM250,45,36-45,Married,Male,No,Life Sciences,Low,Manufacturing Director,Research & Development,Intermediate,Very High,High,Low,"$6,434.00 ",5k-10k,$77.00 ,"$1,199.00 ",17,Frequently,Near,No,80,Very Strong,9,3,2,0
RM251,37,36-45,Divorced,Male,Yes,Medical,Low,Manufacturing Director,Research & Development,Senior,High,High,Low,"$10,048.00 ",10k-15k,$61.00 ,$504.00 ,11,Frequently,Near,No,80,Neutral,17,1,0,0
RM252,39,36-45,Single,Female,No,Technical Degree,High,Healthcare Representative,Research & Development,Senior,High,High,High,"$10,938.00 ",10k-15k,$64.00 ,$505.00 ,25,Frequently,Near,No,80,Very Strong,20,19,6,11
RM253,29,26-35,Single,Male,No,Life Sciences,High,Research Scientist,Research & Development,Entry Level,High,Very High,Low,"$2,340.00 ",Upto 5k,$60.00 ,$665.00 ,19,Rarely,Moderate,No,80,Weak,6,6,5,1
RM254,42,36-45,Single,Female,No,Life Sciences,Very High,Research Scientist,Research & Development,Intermediate,Very High,Low,Low,"$6,545.00 ",5k-10k,$82.00 ,$916.00 ,13,Rarely,Moderate,Yes,80,Strong,10,3,2,0
RM255,29,26-35,Divorced,Male,No,Marketing,Very High,Sales Executive,Sales,Intermediate,High,Very High,Low,"$6,931.00 ",5k-10k,$45.00 ,"$1,247.00 ",14,Rarely,Moderate,No,80,Very Strong,10,3,2,0
RM256,25,18-25,Married,Female,No,Life Sciences,Low,Manufacturing Director,Research & Development,Intermediate,High,High,Low,"$4,898.00 ",Upto 5k,$62.00 ,$685.00 ,12,Rarely,Near,No,80,Very Strong,5,4,2,1
RM257,42,36-45,Divorced,Female,No,Medical,Very High,Laboratory Technician,Research & Development,Entry Level,Medium,Low,Low,"$2,593.00 ",Upto 5k,$56.00 ,$269.00 ,11,Rarely,Near,Yes,80,Strong,10,9,6,7
RM258,40,36-45,Divorced,Male,No,Medical,Low,Research Director,Research & Development,Executive,High,High,Low,"$19,436.00 ",15k+,$49.00 ,"$1,416.00 ",19,Rarely,Near,No,80,Very Strong,22,21,7,3
RM259,51,46-55,Married,Male,No,Life Sciences,High,Research Scientist,Research & Development,Entry Level,High,Very High,Low,"$2,723.00 ",Upto 5k,$96.00 ,$833.00 ,11,Rarely,Near,No,80,Neutral,1,1,0,0
RM260,31,26-35,Single,Male,Yes,Medical,High,Laboratory Technician,Research & Development,Entry Level,Medium,Medium,Low,"$3,479.00 ",Upto 5k,$71.00 ,$307.00 ,11,Frequently,Far,No,80,Neutral,6,5,4,1
RM261,32,26-35,Married,Male,No,Life Sciences,Medium,Laboratory Technician,Research & Development,Entry Level,Very High,Medium,High,"$2,794.00 ",Upto 5k,$100.00 ,"$1,311.00 ",20,Frequently,Near,No,80,Strong,5,5,1,0
RM262,38,36-45,Married,Male,No,Life Sciences,Very High,Sales Executive,Sales,Intermediate,Medium,Very High,Low,"$5,249.00 ",5k-10k,$39.00 ,"$1,327.00 ",18,Non,Near,No,80,Very Strong,13,8,7,7
RM263,32,26-35,Single,Male,No,Technical Degree,Very High,Laboratory Technician,Research & Development,Intermediate,Medium,Low,Low,"$2,176.00 ",Upto 5k,$84.00 ,$128.00 ,13,Rarely,Near,No,80,Very Strong,9,6,2,0
RM264,46,46-55,Married,Female,No,Technical Degree,High,Manager,Sales,Manager,Low,Medium,Low,"$16,872.00 ",15k+,$75.00 ,$488.00 ,12,Rarely,Near,Yes,80,Neutral,28,7,7,7
RM265,28,26-35,Single,Male,Yes,Life Sciences,Low,Laboratory Technician,Research & Development,Entry Level,High,High,Low,"$3,485.00 ",Upto 5k,$79.00 ,$529.00 ,11,Rarely,Near,No,80,Strong,5,0,0,0
RM266,29,26-35,Married,Male,No,Medical,Low,Sales Executive,Sales,Intermediate,Medium,Medium,Low,"$6,644.00 ",5k-10k,$78.00 ,"$1,210.00 ",19,Rarely,Near,No,80,Neutral,10,0,0,0
RM267,31,26-35,Married,Male,No,Medical,Medium,Healthcare Representative,Research & Development,Intermediate,Medium,Very High,High,"$5,582.00 ",5k-10k,$64.00 ,"$1,463.00 ",21,Rarely,Far,No,80,Neutral,10,9,0,7
RM268,25,18-25,Divorced,Male,No,Life Sciences,Medium,Healthcare Representative,Research & Development,Intermediate,Very High,Low,Low,"$4,000.00 ",Upto 5k,$85.00 ,$675.00 ,12,Non,Near,No,80,Very Strong,6,6,3,1
RM269,45,36-45,Married,Male,No,Medical,High,Healthcare Representative,Research & Development,Manager,High,Very High,Low,"$13,496.00 ",10k-15k,$79.00 ,"$1,385.00 ",14,Rarely,Moderate,Yes,80,Neutral,21,20,7,4
RM270,36,36-45,Married,Male,No,Life Sciences,Very High,Laboratory Technician,Research & Development,Entry Level,High,Very High,Low,"$3,210.00 ",Upto 5k,$47.00 ,"$1,403.00 ",11,Rarely,Near,No,80,Strong,16,15,13,10
RM271,55,46-55,Single,Male,No,Medical,Very High,Manager,Research & Development,Executive,High,Low,Low,"$19,045.00 ",15k+,$81.00 ,$452.00 ,14,Rarely,Near,Yes,80,Strong,37,36,10,4
RM272,47,46-55,Married,Male,Yes,Life Sciences,Low,Manager,Research & Development,Senior,High,Medium,Low,"$11,849.00 ",10k-15k,$88.00 ,$666.00 ,12,Non,Far,Yes,80,Very Strong,10,10,7,9
RM273,28,26-35,Married,Male,No,Medical,Very High,Research Scientist,Research & Development,Entry Level,High,Very High,High,"$2,070.00 ",Upto 5k,$94.00 ,"$1,158.00 ",23,Rarely,Near,No,80,Very Strong,5,5,2,0
RM274,37,36-45,Married,Male,No,Medical,High,Sales Executive,Sales,Intermediate,High,Very High,Low,"$6,502.00 ",5k-10k,$98.00 ,$228.00 ,14,Rarely,Near,No,80,Neutral,7,5,4,0
RM275,21,18-25,Single,Male,No,Medical,Very High,Research Scientist,Research & Development,Entry Level,Medium,High,Low,"$3,230.00 ",Upto 5k,$100.00 ,$996.00 ,17,Rarely,Near,No,80,Weak,3,3,2,1
RM276,37,36-45,Divorced,Female,No,Medical,Low,Research Director,Research & Development,Senior,High,Very High,Low,"$13,603.00 ",10k-15k,$80.00 ,$728.00 ,18,Non,Near,Yes,80,Weak,15,5,2,0
RM277,35,26-35,Divorced,Female,No,Life Sciences,Medium,Manager,Research & Development,Senior,Very High,Medium,Low,"$11,996.00 ",10k-15k,$71.00 ,"$1,315.00 ",18,Rarely,Far,No,80,Neutral,10,7,7,6
RM278,38,36-45,Divorced,Female,No,Medical,Low,Sales Executive,Sales,Intermediate,Very High,Low,High,"$5,605.00 ",5k-10k,$44.00 ,$322.00 ,24,Rarely,Near,Yes,80,Strong,8,8,0,7
RM279,26,26-35,Divorced,Female,No,Life Sciences,High,Manufacturing Director,Research & Development,Intermediate,High,Medium,High,"$6,397.00 ",5k-10k,$84.00 ,"$1,479.00 ",20,Frequently,Near,No,80,Weak,6,6,5,1
RM280,50,46-55,Divorced,Male,No,Life Sciences,Low,Research Director,Research & Development,Executive,High,Medium,Low,"$19,144.00 ",15k+,$96.00 ,$797.00 ,14,Rarely,Near,No,80,Weak,28,10,4,1
RM281,53,46-55,Married,Male,No,Medical,High,Research Director,Research & Development,Manager,High,High,Low,"$17,584.00 ",15k+,$45.00 ,"$1,070.00 ",16,Rarely,Near,Yes,80,Very Strong,21,5,3,1
RM282,42,36-45,Married,Male,No,Life Sciences,Medium,Sales Executive,Sales,Intermediate,High,High,High,"$4,907.00 ",Upto 5k,$99.00 ,$635.00 ,25,Rarely,Near,No,80,Strong,20,20,16,11
RM283,29,26-35,Single,Male,No,Life Sciences,Medium,Sales Executive,Sales,Intermediate,High,Very High,Low,"$4,554.00 ",Upto 5k,$44.00 ,$442.00 ,18,Frequently,Near,No,80,Weak,10,10,7,0
RM284,55,46-55,Married,Male,No,Technical Degree,Medium,Laboratory Technician,Research & Development,Intermediate,High,Very High,Low,"$5,415.00 ",5k-10k,$37.00 ,$147.00 ,19,Rarely,Moderate,Yes,80,Very Strong,12,10,7,0
RM285,26,26-35,Married,Male,No,Medical,Low,Healthcare Representative,Research & Development,Intermediate,High,Low,Low,"$4,741.00 ",Upto 5k,$60.00 ,$496.00 ,13,Frequently,Moderate,Yes,80,Strong,5,5,3,3
RM286,37,36-45,Single,Female,No,Life Sciences,Very High,Research Scientist,Research & Development,Entry Level,High,Very High,Low,"$2,115.00 ",Upto 5k,$42.00 ,"$1,372.00 ",12,Rarely,Near,No,80,Neutral,17,17,12,5
RM287,44,36-45,Divorced,Male,Yes,Life Sciences,Very High,Laboratory Technician,Research & Development,Entry Level,High,High,High,"$3,161.00 ",Upto 5k,$43.00 ,$920.00 ,22,Frequently,Far,Yes,80,Very Strong,19,1,0,0
RM288,38,36-45,Divorced,Male,No,Life Sciences,Very High,Healthcare Representative,Research & Development,Intermediate,High,Very High,Low,"$5,745.00 ",5k-10k,$82.00 ,$688.00 ,14,Rarely,Far,No,80,Neutral,10,2,2,1
RM289,26,26-35,Divorced,Male,Yes,Medical,Low,Laboratory Technician,Research & Development,Entry Level,High,Medium,Low,"$2,373.00 ",Upto 5k,$45.00 ,"$1,449.00 ",13,Rarely,Moderate,Yes,80,Very Strong,5,3,2,0
RM290,28,26-35,Single,Female,No,Life Sciences,Very High,Research Scientist,Research & Development,Entry Level,High,Very High,High,"$3,310.00 ",Upto 5k,$66.00 ,"$1,117.00 ",21,Rarely,Near,No,80,Very Strong,5,5,3,0
RM291,49,46-55,Single,Female,No,Life Sciences,High,Research Director,Research & Development,Executive,High,Low,Low,"$18,665.00 ",15k+,$35.00 ,$636.00 ,11,Frequently,Near,Yes,80,Very Strong,22,3,2,1
RM292,36,36-45,Single,Male,No,Technical Degree,High,Research Scientist,Research & Development,Intermediate,High,Medium,Low,"$4,485.00 ",Upto 5k,$30.00 ,$506.00 ,12,Rarely,Near,No,80,Very Strong,10,8,0,7
RM293,31,26-35,Divorced,Female,No,Marketing,Very High,Sales Representative,Sales,Entry Level,High,Medium,Low,"$2,789.00 ",Upto 5k,$84.00 ,$444.00 ,11,Frequently,Near,No,80,Strong,2,2,2,2
RM294,26,26-35,Single,Male,Yes,Marketing,Very High,Sales Executive,Sales,Intermediate,Medium,Very High,Low,"$5,828.00 ",5k-10k,$48.00 ,$950.00 ,12,Rarely,Near,Yes,80,Neutral,8,8,7,7
RM295,37,36-45,Married,Male,No,Medical,Medium,Research Scientist,Research & Development,Entry Level,High,Very High,Low,"$2,326.00 ",Upto 5k,$53.00 ,$889.00 ,12,Frequently,Near,Yes,80,Strong,4,4,2,1
RM296,42,36-45,Married,Female,No,Marketing,High,Sales Executive,Sales,Manager,High,Medium,Low,"$13,525.00 ",10k-15k,$77.00 ,$555.00 ,14,Frequently,Far,No,80,Very Strong,23,20,4,4
RM297,18,18-25,Single,Male,Yes,Life Sciences,High,Laboratory Technician,Research & Development,Entry Level,High,High,Low,"$1,420.00 ",Upto 5k,$54.00 ,$230.00 ,13,Rarely,Near,No,80,Strong,0,0,0,0
RM298,35,26-35,Married,Male,No,Marketing,High,Sales Executive,Sales,Senior,High,Medium,Low,"$8,020.00 ",5k-10k,$96.00 ,"$1,232.00 ",15,Rarely,Moderate,No,80,Strong,12,11,9,6
RM299,36,36-45,Married,Male,No,Life Sciences,High,Laboratory Technician,Research & Development,Entry Level,Very High,Very High,Low,"$3,688.00 ",Upto 5k,$81.00 ,$566.00 ,18,Frequently,Moderate,No,80,Very Strong,4,1,0,0
RM300,51,46-55,Divorced,Male,No,Medical,Very High,Manufacturing Director,Research & Development,Intermediate,Low,Medium,Low,"$5,482.00 ",5k-10k,$84.00 ,"$1,302.00 ",18,Rarely,Near,No,80,Very Strong,13,4,1,1
RM301,41,36-45,Single,Male,No,Life Sciences,Very High,Manager,Sales,Manager,High,Medium,Low,"$16,015.00 ",15k+,$88.00 ,$334.00 ,19,Rarely,Near,No,80,Neutral,22,22,10,0
RM302,18,18-25,Single,Female,No,Medical,Very High,Sales Representative,Sales,Entry Level,Medium,High,Low,"$1,200.00 ",Upto 5k,$69.00 ,$812.00 ,12,Rarely,Near,No,80,Weak,0,0,0,0
RM303,28,26-35,Single,Male,No,Medical,Medium,Healthcare Representative,Research & Development,Intermediate,Very High,Low,Low,"$5,661.00 ",5k-10k,$68.00 ,"$1,476.00 ",19,Rarely,Moderate,No,80,Strong,9,8,3,0
RM304,31,26-35,Married,Male,No,Technical Degree,Medium,Sales Executive,Sales,Intermediate,Very High,Very High,Low,"$6,929.00 ",5k-10k,$100.00 ,$218.00 ,11,Rarely,Near,No,80,Neutral,10,8,7,7
RM305,39,36-45,Divorced,Male,No,Medical,High,Healthcare Representative,Research & Development,Senior,Very High,Very High,Low,"$9,613.00 ",5k-10k,$48.00 ,"$1,132.00 ",17,Rarely,Near,No,80,Weak,19,18,10,3
RM306,36,36-45,Married,Female,No,Life Sciences,Medium,Laboratory Technician,Research & Development,Intermediate,High,Medium,Low,"$5,674.00 ",5k-10k,$47.00 ,"$1,105.00 ",15,Non,Far,No,80,Strong,11,9,8,0
RM307,32,26-35,Married,Male,No,Life Sciences,Very High,Sales Executive,Sales,Intermediate,Medium,High,Low,"$5,484.00 ",5k-10k,$91.00 ,$906.00 ,14,Rarely,Near,No,80,Strong,13,13,8,4
RM308,38,36-45,Married,Female,No,Life Sciences,Low,Research Director,Research & Development,Senior,Medium,Medium,Low,"$12,061.00 ",10k-15k,$81.00 ,$849.00 ,17,Rarely,Far,No,80,Strong,19,10,8,0
RM309,58,55+,Divorced,Male,No,Life Sciences,Very High,Healthcare Representative,Research & Development,Intermediate,Low,High,Low,"$5,660.00 ",5k-10k,$32.00 ,$390.00 ,13,Non,Near,Yes,80,Very Strong,12,5,3,1
RM310,31,26-35,Married,Male,No,Technical Degree,High,Research Scientist,Research & Development,Entry Level,High,Very High,Low,"$4,821.00 ",Upto 5k,$86.00 ,$691.00 ,12,Rarely,Near,Yes,80,Strong,6,5,2,0
RM311,31,26-35,Married,Male,No,Human Resources,Low,Human Resources,Human Resources,Intermediate,Medium,Low,Low,"$6,410.00 ",5k-10k,$62.00 ,$106.00 ,12,Rarely,Near,No,80,Very Strong,9,2,2,1
RM312,45,36-45,Divorced,Male,No,Life Sciences,Low,Laboratory Technician,Research & Development,Senior,High,Low,Low,"$5,210.00 ",5k-10k,$97.00 ,"$1,249.00 ",18,Frequently,Near,No,80,Weak,24,24,9,9
RM313,31,26-35,Divorced,Male,No,Life Sciences,High,Research Scientist,Research & Development,Entry Level,High,Very High,Low,"$2,695.00 ",Upto 5k,$32.00 ,$192.00 ,18,Rarely,Near,Yes,80,Neutral,3,2,2,2
RM314,33,26-35,Married,Female,No,Life Sciences,Very High,Manager,Research & Development,Senior,High,Medium,Low,"$11,878.00 ",10k-15k,$74.00 ,$553.00 ,11,Frequently,Near,No,80,Neutral,12,10,6,8
RM315,39,36-45,Married,Male,No,Medical,High,Manager,Research & Development,Manager,High,Low,Low,"$17,068.00 ",15k+,$99.00 ,$117.00 ,14,Rarely,Near,Yes,80,Very Strong,21,21,9,11
RM316,43,36-45,Single,Female,No,Life Sciences,High,Laboratory Technician,Research & Development,Entry Level,High,Very High,Low,"$2,455.00 ",Upto 5k,$33.00 ,$185.00 ,19,Frequently,Near,No,80,Weak,9,8,7,1
RM317,49,46-55,Single,Female,No,Technical Degree,High,Healthcare Representative,Research & Development,Manager,Medium,High,Low,"$13,964.00 ",10k-15k,$90.00 ,"$1,091.00 ",12,Rarely,Near,Yes,80,Very Strong,25,7,1,0
RM318,52,46-55,Married,Male,Yes,Medical,High,Research Scientist,Research & Development,Intermediate,Medium,Medium,Low,"$4,941.00 ",Upto 5k,$85.00 ,$723.00 ,15,Rarely,Near,No,80,Weak,11,8,2,7
RM319,27,26-35,Single,Female,No,Life Sciences,High,Research Scientist,Research & Development,Entry Level,High,Medium,Low,"$2,478.00 ",Upto 5k,$85.00 ,"$1,220.00 ",12,Rarely,Near,Yes,80,Neutral,4,4,3,1
RM320,32,26-35,Married,Female,No,Technical Degree,High,Sales Executive,Sales,Intermediate,Medium,Medium,Low,"$5,228.00 ",5k-10k,$65.00 ,$588.00 ,11,Rarely,Near,Yes,80,Very Strong,13,13,12,11
RM321,27,26-35,Single,Male,No,Life Sciences,Very High,Sales Executive,Sales,Intermediate,High,High,Low,"$4,478.00 ",Upto 5k,$74.00 ,"$1,377.00 ",11,Rarely,Near,Yes,80,Weak,5,5,4,0
RM322,31,26-35,Divorced,Male,No,Marketing,Very High,Sales Executive,Sales,Intermediate,High,Very High,Low,"$7,547.00 ",5k-10k,$73.00 ,$691.00 ,12,Rarely,Near,No,80,Very Strong,13,7,7,1
RM323,32,26-35,Single,Female,No,Medical,Low,Research Scientist,Research & Development,Intermediate,Very High,Very High,Low,"$5,055.00 ",5k-10k,$74.00 ,"$1,018.00 ",16,Rarely,Near,No,80,Strong,10,7,7,0
RM324,28,26-35,Married,Male,Yes,Medical,Low,Research Scientist,Research & Development,Entry Level,Low,Very High,Low,"$3,464.00 ",Upto 5k,$84.00 ,"$1,157.00 ",13,Rarely,Near,Yes,80,Very Strong,5,3,2,2
RM325,30,26-35,Married,Female,No,Medical,Very High,Research Scientist,Research & Development,Intermediate,High,Very High,Low,"$5,775.00 ",5k-10k,$64.00 ,"$1,275.00 ",13,Rarely,Far,No,80,Very Strong,11,10,8,1
RM326,31,26-35,Married,Female,No,Life Sciences,High,Manufacturing Director,Research & Development,Senior,Medium,High,High,"$8,943.00 ",5k-10k,$48.00 ,$798.00 ,24,Frequently,Near,No,80,Weak,10,10,9,8
RM327,39,36-45,Married,Male,No,Medical,High,Manager,Research & Development,Executive,Medium,Very High,Low,"$19,272.00 ",15k+,$54.00 ,$672.00 ,15,Frequently,Near,No,80,Weak,21,21,9,13
RM328,39,36-45,Married,Female,Yes,Medical,Very High,Sales Executive,Sales,Intermediate,High,High,Low,"$5,238.00 ",5k-10k,$41.00 ,"$1,162.00 ",18,Rarely,Near,Yes,80,Weak,12,1,0,0
RM329,33,26-35,Single,Male,No,Marketing,Medium,Sales Executive,Sales,Intermediate,Medium,Very High,Low,"$4,682.00 ",Upto 5k,$46.00 ,$508.00 ,14,Frequently,Near,No,80,Strong,9,7,7,0
RM330,47,46-55,Married,Male,No,Life Sciences,Very High,Research Director,Research & Development,Executive,High,High,Low,"$18,300.00 ",15k+,$42.00 ,"$1,482.00 ",11,Rarely,Near,No,80,Neutral,21,3,2,1
RM331,43,36-45,Divorced,Female,No,Life Sciences,High,Laboratory Technician,Research & Development,Intermediate,Medium,High,Low,"$5,257.00 ",5k-10k,$82.00 ,$559.00 ,11,Frequently,Near,No,80,Neutral,9,9,7,0
RM332,27,26-35,Married,Male,No,Marketing,High,Sales Executive,Sales,Intermediate,High,Medium,Low,"$6,349.00 ",5k-10k,$73.00 ,$210.00 ,13,Non,Near,Yes,80,Very Strong,6,5,4,1
RM333,54,46-55,Single,Female,No,Life Sciences,Very High,Research Scientist,Research & Development,Intermediate,High,High,Low,"$4,869.00 ",Upto 5k,$31.00 ,$928.00 ,12,Frequently,Moderate,No,80,Very Strong,20,4,3,0
RM334,43,36-45,Married,Female,No,Life Sciences,High,Healthcare Representative,Research & Development,Senior,High,Low,Low,"$9,985.00 ",5k-10k,$43.00 ,"$1,001.00 ",16,Rarely,Near,No,80,Weak,10,1,0,0
RM335,45,36-45,Married,Male,No,Other,Very High,Research Scientist,Research & Development,Intermediate,High,Very High,Low,"$3,697.00 ",Upto 5k,$75.00 ,$549.00 ,14,Rarely,Near,No,80,Weak,12,10,9,9
RM336,40,36-45,Married,Male,No,Medical,Medium,Sales Executive,Sales,Intermediate,Low,Very High,High,"$7,457.00 ",5k-10k,$57.00 ,"$1,124.00 ",22,Rarely,Near,Yes,80,Strong,6,4,3,0
RM337,29,26-35,Married,Male,Yes,Other,Medium,Laboratory Technician,Research & Development,Entry Level,Low,Low,Low,"$2,119.00 ",Upto 5k,$77.00 ,$318.00 ,11,Rarely,Near,Yes,80,Very Strong,7,7,7,0
RM338,29,26-35,Single,Male,No,Other,Medium,Laboratory Technician,Research & Development,Entry Level,Medium,Very High,Low,"$3,983.00 ",Upto 5k,$30.00 ,$738.00 ,17,Rarely,Near,No,80,Strong,4,3,2,2
RM339,30,26-35,Divorced,Female,No,Marketing,Very High,Sales Executive,Sales,Intermediate,Medium,High,Low,"$6,118.00 ",5k-10k,$30.00 ,$570.00 ,13,Rarely,Near,No,80,Strong,10,10,9,1
RM340,27,26-35,Married,Female,No,Marketing,Medium,Sales Executive,Sales,Intermediate,High,Medium,Low,"$6,214.00 ",5k-10k,$56.00 ,"$1,130.00 ",18,Rarely,Near,No,80,Weak,8,8,7,0
RM341,37,36-45,Divorced,Male,No,Medical,Very High,Manufacturing Director,Research & Development,Intermediate,High,Very High,Low,"$6,347.00 ",5k-10k,$61.00 ,"$1,192.00 ",16,Rarely,Near,No,80,Strong,8,6,2,0
RM342,38,36-45,Divorced,Male,No,Life Sciences,High,Research Director,Research & Development,Senior,Medium,Very High,Low,"$11,510.00 ",10k-15k,$92.00 ,$343.00 ,14,Rarely,Moderate,Yes,80,Neutral,12,11,10,2
RM343,31,26-35,Single,Female,No,Medical,High,Manufacturing Director,Research & Development,Senior,High,Very High,Low,"$7,143.00 ",5k-10k,$39.00 ,"$1,232.00 ",14,Rarely,Near,Yes,80,Strong,11,11,9,4
RM344,29,26-35,Divorced,Female,No,Marketing,Very High,Sales Executive,Sales,Intermediate,Medium,Medium,Low,"$8,268.00 ",5k-10k,$39.00 ,$144.00 ,14,Rarely,Near,Yes,80,Weak,7,7,7,1
RM345,35,26-35,Single,Male,No,Technical Degree,High,Manufacturing Director,Research & Development,Senior,High,Medium,Low,"$8,095.00 ",5k-10k,$62.00 ,"$1,296.00 ",13,Rarely,Near,No,80,Very Strong,17,16,6,0
RM346,23,18-25,Divorced,Male,No,Life Sciences,High,Research Scientist,Research & Development,Entry Level,High,Very High,Low,"$2,904.00 ",Upto 5k,$83.00 ,"$1,309.00 ",12,Rarely,Far,No,80,Strong,4,4,2,0
RM347,41,36-45,Single,Male,No,Medical,Very High,Manufacturing Director,Research & Development,Intermediate,Medium,Medium,Low,"$6,032.00 ",5k-10k,$95.00 ,$483.00 ,15,Rarely,Near,Yes,80,Very Strong,8,5,4,1
RM348,47,46-55,Single,Male,No,Medical,Medium,Sales Representative,Sales,Intermediate,High,High,Low,"$2,976.00 ",Upto 5k,$99.00 ,"$1,309.00 ",19,Frequently,Near,No,80,Weak,5,0,0,0
RM349,42,36-45,Single,Female,No,Life Sciences,Low,Research Director,Research & Development,Manager,High,Very High,Low,"$15,992.00 ",15k+,$44.00 ,$810.00 ,14,Rarely,Far,No,80,Neutral,16,1,0,0
RM350,29,26-35,Married,Male,No,Life Sciences,Very High,Sales Executive,Sales,Intermediate,High,High,Low,"$4,649.00 ",Upto 5k,$61.00 ,$746.00 ,14,Non,Near,No,80,Weak,4,4,3,0
RM351,42,36-45,Divorced,Male,No,Technical Degree,High,Human Resources,Human Resources,Entry Level,High,High,Low,"$2,696.00 ",Upto 5k,$52.00 ,$544.00 ,11,Rarely,Near,Yes,80,Strong,4,3,2,1
RM352,32,26-35,Married,Female,No,Medical,High,Laboratory Technician,Research & Development,Entry Level,High,Medium,Low,"$2,370.00 ",Upto 5k,$75.00 ,"$1,062.00 ",13,Rarely,Near,No,80,Strong,8,8,0,0
RM353,48,46-55,Married,Female,No,Medical,Low,Manager,Sales,Senior,High,High,High,"$12,504.00 ",10k-15k,$91.00 ,$530.00 ,21,Rarely,Far,No,80,Neutral,15,0,0,0
RM354,37,36-45,Divorced,Male,No,Medical,High,Research Scientist,Research & Development,Intermediate,Very High,Low,Low,"$5,974.00 ",5k-10k,$51.00 ,"$1,319.00 ",13,Rarely,Near,Yes,80,Weak,13,7,7,6
RM355,30,26-35,Married,Female,No,Technical Degree,Very High,Sales Executive,Sales,Intermediate,High,High,Low,"$4,736.00 ",Upto 5k,$85.00 ,$641.00 ,12,Non,Far,Yes,80,Neutral,4,2,2,2
RM356,26,26-35,Married,Male,No,Life Sciences,High,Sales Executive,Sales,Intermediate,High,High,Low,"$5,296.00 ",5k-10k,$57.00 ,$933.00 ,17,Rarely,Near,No,80,Neutral,8,8,7,7
RM357,42,36-45,Single,Male,No,Other,Low,Healthcare Representative,Research & Development,Intermediate,Medium,Very High,High,"$6,781.00 ",5k-10k,$98.00 ,"$1,332.00 ",23,Rarely,Near,No,80,Neutral,14,1,0,0
RM358,21,18-25,Single,Female,Yes,Technical Degree,Low,Sales Representative,Sales,Entry Level,Medium,Medium,Low,"$2,174.00 ",Upto 5k,$99.00 ,$756.00 ,11,Frequently,Near,Yes,80,Strong,3,3,2,1
RM359,36,36-45,Single,Female,No,Medical,Very High,Sales Executive,Sales,Intermediate,High,Very High,Low,"$6,653.00 ",5k-10k,$45.00 ,$845.00 ,15,Non,Near,No,80,Neutral,7,1,0,0
RM360,36,36-45,Married,Male,No,Medical,Low,Sales Executive,Sales,Senior,Medium,Very High,Low,"$9,699.00 ",5k-10k,$48.00 ,$541.00 ,11,Frequently,Near,No,80,Weak,16,13,9,1
RM361,57,55+,Married,Male,No,Medical,Very High,Healthcare Representative,Research & Development,Intermediate,High,High,Low,"$6,755.00 ",5k-10k,$88.00 ,$593.00 ,11,Rarely,Near,No,80,Strong,15,3,2,1
RM362,40,36-45,Married,Female,No,Life Sciences,Very High,Laboratory Technician,Research & Development,Entry Level,Very High,High,Low,"$2,213.00 ",Upto 5k,$46.00 ,"$1,171.00 ",13,Rarely,Near,Yes,80,Strong,10,7,7,1
RM363,21,18-25,Single,Male,No,Medical,Low,Sales Representative,Sales,Entry Level,High,Very High,High,"$2,610.00 ",Upto 5k,$39.00 ,$895.00 ,24,Non,Near,No,80,Strong,3,3,2,2
RM364,33,26-35,Single,Female,Yes,Marketing,Very High,Sales Representative,Sales,Entry Level,High,High,Low,"$2,851.00 ",Upto 5k,$34.00 ,$350.00 ,13,Rarely,Near,Yes,80,Neutral,1,1,0,0
